fecha,game_id,liga,local,visita,goles_local,goles_visita,xg_local,xg_visita,npxg_local,npxg_visita,tiros_local,tiros_visita,sot_local,sot_visita,cuota_h,cuota_d,cuota_a
2025-11-29,30323,bundesliga,Leverkusen,Dortmund,1,2,1.08287,1.1562,1.08287,1.1562,14,7,4,4,2.55,3.6,2.63
2025-11-29,30324,bundesliga,Bayern Munich,St Pauli,3,1,2.53942,0.74073,2.53942,0.74073,19,10,4,1,1.1,10.0,21.0
2025-11-29,30329,bundesliga,Hoffenheim,Augsburg,3,0,1.79612,0.655496,1.79612,0.655496,17,14,3,4,1.67,4.33,4.5
2025-11-29,30330,bundesliga,Union Berlin,Heidenheim,1,2,0.942923,0.522102,0.942923,0.522102,9,10,2,2,1.67,4.0,5.0
2025-11-29,30331,bundesliga,Werder Bremen,FC Koln,1,1,1.53668,1.1848,1.53668,1.1848,17,10,4,2,2.25,3.8,2.9
2025-11-30,30326,bundesliga,Ein Frankfurt,Wolfsburg,1,1,1.66051,1.60645,0.902737,1.60645,15,10,3,3,1.73,4.2,4.2
2025-11-30,30327,bundesliga,Freiburg,Mainz,4,0,4.15677,0.0500621,4.15677,0.0500621,23,1,10,1,1.91,3.4,4.2
2025-11-30,30328,bundesliga,Hamburg,Stuttgart,2,1,1.21357,1.10868,1.21357,1.10868,9,14,2,3,3.0,3.75,2.2
2025-12-05,30339,bundesliga,Mainz,M'gladbach,0,1,1.09331,1.90297,1.09331,1.90297,8,14,2,5,2.55,3.4,2.63
2025-12-06,30334,bundesliga,Augsburg,Leverkusen,2,0,2.14102,1.41889,2.14102,1.41889,13,20,6,2,3.7,4.0,1.9
2025-12-06,30336,bundesliga,FC Koln,St Pauli,1,1,1.90409,0.143945,1.90409,0.143945,11,5,8,1,1.95,3.6,3.8
2025-12-06,30338,bundesliga,Heidenheim,Freiburg,2,1,2.66592,0.800321,2.66592,0.800321,16,16,3,2,3.9,3.6,1.91
2025-12-06,30340,bundesliga,RB Leipzig,Ein Frankfurt,6,0,3.64182,0.473289,2.88405,0.473289,16,8,7,2,1.73,4.2,4.2
2025-12-06,30332,bundesliga,Stuttgart,Bayern Munich,0,5,0.729313,4.07867,0.729313,3.32089,13,19,1,11,5.75,5.0,1.45
2025-12-06,30333,bundesliga,Wolfsburg,Union Berlin,3,1,0.929936,2.01932,0.929936,1.26154,4,21,3,6,2.15,3.4,3.5
2025-12-07,30335,bundesliga,Dortmund,Hoffenheim,2,0,1.10147,1.42364,1.10147,1.42364,8,11,4,3,1.62,4.5,4.75
2025-12-07,30337,bundesliga,Hamburg,Werder Bremen,3,2,1.57713,1.17349,1.57713,1.17349,12,10,6,3,2.25,3.5,3.0
2025-12-12,30348,bundesliga,Union Berlin,RB Leipzig,3,1,1.4766,0.495677,1.4766,0.495677,12,9,6,3,3.2,3.5,2.2
2025-12-13,30341,bundesliga,Leverkusen,FC Koln,2,0,2.295,0.436565,2.295,0.436565,17,6,6,4,1.55,4.33,5.25
2025-12-13,30343,bundesliga,M'gladbach,Wolfsburg,1,3,0.620418,2.72142,0.620418,2.72142,14,11,4,6,1.95,3.8,3.6
